1,0,-244.66,202.92,39.66,6,252.24,-182.99,-94.89,10,269.78,-170.03,-68.86,14,280.42,-186.47,-60.29,18,281.66,-204.7,-59.09,22,273.31,-218.25,-65.34
1,0,-226.81,216.12,34.35,6,241.38,-234.83,-81.97,10,259.47,-237.18,-46.96,14,250.31,-243.53,-37.71,18,240.09,-246.26,-27.6,22,225.86,-244.78,-28.75
1,0,-222.56,226.34,33.68,6,239.5,-246.03,-81.79,10,255.25,-248.74,-44.81,14,245.64,-254.02,-34.93,18,235.29,-256.61,-25.3,22,219.21,-257.76,-26.08
1,0,-220.92,237.76,32.06,6,234.64,-257.58,-78.37,10,255.32,-259.63,-44.55,14,246.15,-265.31,-34.26,18,235.74,-268.64,-25.13,22,219.51,-270.97,-24.78
1,0,-219.87,249.07,30.79,6,232.37,-269.62,-75.81,10,255.7,-270.87,-43.39,14,246.78,-276.26,-32.36,18,236.08,-280.35,-24.64,22,220.9,-282.82,-23.78
1,0,-216.14,261.06,29.12,6,228.49,-285.4,-72.34,10,253.4,-282.45,-41.81,14,244.78,-287.99,-30.4,18,233.84,-292.46,-23.46,22,219.07,-296.08,-22.51
1,0,-212.77,269.01,28.31,6,224.6,-295.3,-70.76,10,249.86,-290.74,-41.85,14,241.46,-296.39,-30.46,18,230.49,-300.81,-23.52,22,215.93,-304.51,-22.39
1,0,-205.57,277.22,27.07,6,216.45,-306.85,-68.03,10,242.6,-299.09,-41.78,14,234.18,-304.96,-30.86,18,223.07,-309.7,-24.39,22,208.74,-313.05,-23.18
1,0,-199.21,282.39,26.12,6,211.48,-313.74,-66.38,10,236.67,-304.15,-40.18,14,228.02,-310.07,-29.69,18,216.72,-314.99,-23.71,22,202.5,-318.18,-22.75
1,0,-192.26,287.18,25.35,6,206.7,-319.87,-64.89,10,230.7,-307.5,-39.35,14,222.09,-313.97,-29.15,18,210.73,-319.55,-24.01,22,196.57,-323.17,-23.28
1,0,-181.02,291.81,24.38,6,197.75,-327.07,-62.38,10,220.99,-308.86,-37.36,14,212.82,-316.66,-27.6,18,201.42,-323.31,-24.23,22,187.32,-328.74,-23.76
1,0,-171.83,294.75,24.01,6,187.36,-331.86,-60.98,10,211.71,-311.43,-37.27,14,203.59,-319.48,-27.31,18,192.2,-326.21,-24.19,22,178.01,-332,-23.97
1,0,-162.18,296.87,23.39,6,181.29,-335.56,-57.43,10,202.92,-307.77,-35.31,14,195.65,-317.36,-25.56,18,185.27,-325.58,-23.27,22,171.89,-334.05,-24.72
1,0,-147.27,297.8,22.88,6,164.57,-340.66,-52.64,10,188.69,-309.29,-33.55,14,180.82,-318.17,-23.03,18,170.64,-326.35,-20.41,22,156.52,-335.22,-22.75
1,0,-136.27,298.53,22.99,6,153.81,-343.09,-50.93,10,177.89,-310.13,-31.88,14,169.74,-318.96,-21.78,18,159.59,-327.15,-19.33,22,145.4,-335.63,-22.15
1,0,-122.63,301.01,23.81,6,140.36,-345.68,-52.34,10,164.37,-313.18,-31.67,14,155.59,-321.77,-21.62,18,145.49,-329.95,-19.56,22,131.27,-337.96,-22.94
1,0,-113.1,303.16,24.89,6,129.62,-347.7,-54.59,10,154.28,-316.66,-33.12,14,145.12,-325.02,-23.4,18,134.89,-333.03,-21.45,22,120.65,-339.77,-24.89
1,0,-100.62,305.56,26.75,6,115.77,-350.32,-57.27,10,141.35,-320.14,-35.66,14,131.86,-328.39,-26.44,18,121.49,-336.28,-24.6,22,107.07,-342.39,-28.02
1,0,-88.5,308.12,28.66,6,102.36,-352.98,-59.74,10,128.89,-323.49,-37.91,14,119.09,-331.64,-29.04,18,108.59,-339.43,-27.54,22,94.03,-345.21,-31.13
1,0,-79.58,309.66,30.08,6,92.4,-355.15,-60.91,10,119.83,-325.83,-39.57,14,109.73,-333.73,-30.66,18,99.13,-341.38,-29.23,22,84.38,-346.84,-32.86
1,0,-70.56,310.2,31.46,6,82.21,-356.31,-61.85,10,110.6,-327.59,-40.91,14,100.28,-335.17,-31.91,18,89.44,-342.53,-30.56,22,74.61,-347.56,-34.2
1,0,-58.71,309.82,33.32,6,70.04,-355.66,-63.96,10,98.68,-326.95,-43.23,14,88.47,-334.83,-34.27,18,77.81,-342.34,-32.87,22,62.92,-347.11,-36.2
1,0,-49.62,309.93,34.38,6,61.68,-355.09,-65.36,10,90.01,-326.43,-43.65,14,79.69,-334.52,-35.31,18,69.3,-342.31,-33.95,22,54.61,-346.66,-37.32
1,0,-40.01,310.22,35.41,6,51.21,-355.94,-66.04,10,80.39,-327.47,-43.45,14,69.6,-335.13,-35.28,18,59.3,-342.88,-34.06,22,44.32,-347.13,-37.69
1,0,-30.22,309.64,36.81,6,41.71,-354.46,-68.02,10,70.97,-326.2,-44.08,14,60.13,-334.1,-37.15,18,50.06,-342.17,-36.27,22,35.35,-346.07,-40.19
1,0,-16.74,308.24,39.03,6,26.97,-352.57,-70.79,10,57.05,-326.25,-46,14,45.73,-333.64,-40.02,18,35.37,-341.46,-39.15,22,20.59,-344.68,-43.06
1,0,-6.76,307.23,41.16,6,16.13,-351.69,-72.59,10,46.86,-326.02,-48.18,14,35.41,-333.17,-42.98,18,24.87,-340.9,-41.95,22,10.18,-343.59,-45.68
1,0,3.18,305.81,42.89,6,6.54,-350.32,-73.88,10,36.86,-324.79,-49.47,14,25.4,-331.97,-44.65,18,14.75,-339.66,-43.64,22,0.12,-342.36,-47.48
1,0,13.2,305.41,44.41,6,-3.94,-349.7,-75.28,10,26.32,-325.22,-50.27,14,14.68,-332.26,-45.68,18,3.79,-339.69,-44.97,22,-10.84,-342.17,-49.16
1,0,26.69,304.16,46.6,6,-18.53,-349.49,-76.53,10,11.25,-326.6,-51.95,14,-0.82,-333.11,-46.31,18,-12.34,-339.6,-45.71,22,-26.95,-341.69,-50.47
1,0,36.63,302.26,48.3,6,-28.01,-347.11,-78.84,10,0.42,-326.08,-54.19,14,-11.95,-332.37,-47.3,18,-23.75,-338.3,-46.76,22,-38.23,-340.06,-51.82
1,0,50.46,299.22,50.67,6,-40.38,-343.65,-81.41,10,-13.79,-323.95,-57.21,14,-26.3,-330.21,-48.85,18,-38.3,-335.71,-48.15,22,-52.66,-337.4,-53.28
1,0,62.2,298.02,52.55,6,-51.11,-341.74,-83.31,10,-26,-323.86,-58.77,14,-38.91,-329.68,-49.59,18,-51.06,-334.81,-48.92,22,-65.35,-336.41,-54.3
1,0,74.42,297.25,55.14,6,-62.07,-340.02,-86.11,10,-38.28,-323.31,-61.63,14,-51.3,-329.15,-51.9,18,-63.55,-334.15,-50.95,22,-78.04,-336.18,-56.31
1,0,86.83,296.42,57.5,6,-73.81,-337.74,-89.28,10,-51.11,-323.08,-63.97,14,-64.49,-328.74,-54.16,18,-76.89,-333.51,-53.26,22,-91.67,-335.75,-58.82
1,0,103.55,294.7,60.6,6,-89.76,-334.2,-93.56,10,-66.78,-320.01,-64.58,14,-80.69,-325.92,-56.16,18,-92.9,-331.14,-55.96,22,-107.49,-333.95,-62.4
1,0,115.98,293.6,62.16,6,-103.47,-332.41,-96.09,10,-79.33,-318.32,-64.36,14,-93.47,-324.51,-57.29,18,-105.58,-329.8,-57.64,22,-119.75,-332.19,-64.66
1,0,128.56,292.95,63.89,6,-116.65,-331.64,-97.91,10,-92.21,-317.4,-64.13,14,-106.46,-323.66,-58.54,18,-118.55,-328.93,-59.34,22,-132.43,-331.19,-66.92
1,0,140.77,291.25,65.55,6,-130.62,-330.41,-99.35,10,-105.38,-316.31,-64.47,14,-119.77,-322.25,-59.72,18,-132.03,-327.16,-60.6,22,-146.26,-329.64,-68.68
1,0,155.67,287.55,68.12,6,-145.13,-325.43,-102.8,10,-121.13,-313.2,-66.17,14,-135.95,-318.61,-61.67,18,-148.34,-323.19,-62.64,22,-163.69,-326.86,-71.68
1,0,167.09,285.3,69.7,6,-155.34,-320.3,-107.09,10,-134,-313.19,-68.51,14,-149.81,-317.27,-63.22,18,-162.41,-321.11,-64.09,22,-177.75,-323.94,-73.82
1,0,181.84,281.68,72.59,6,-167.86,-312.94,-112.91,10,-151.08,-312.72,-72.37,14,-168.08,-314.77,-66.08,18,-180.97,-317.41,-67.05,22,-196.18,-318.77,-77.56
1,0,191.56,277.87,74.58,6,-176.48,-308.9,-115.99,10,-162.38,-310.39,-74.78,14,-179.67,-311.41,-67.92,18,-192.75,-313.34,-68.69,22,-207.87,-314.12,-79.64
1,0,200.65,274.76,76.34,6,-180.97,-304.17,-117.3,10,-171.18,-308.07,-76.58,14,-188.93,-308.43,-69.64,18,-204.24,-311.03,-71.09,22,-216.8,-310.68,-82.76
1,0,212.53,271.01,78.57,6,-187.54,-298.6,-119.2,10,-183.48,-305.57,-78.82,14,-201.77,-304.81,-71.73,18,-218.69,-307.58,-74.86,22,-229.46,-305.1,-87.49
1,0,221.27,267.95,80.32,6,-195.11,-295.69,-120.92,10,-194.03,-304.36,-81.14,14,-212.43,-302.04,-73.5,18,-228.89,-304.73,-77.45,22,-239.58,-300.83,-90.97
1,0,229.72,265.58,82.53,6,-203.07,-293.42,-122.79,10,-203.12,-302.79,-83.67,14,-221.51,-299.83,-75.77,18,-237.67,-302.51,-80.34,22,-248.26,-298.19,-94.26
1,0,238.43,260.29,85.05,6,-207.87,-286.7,-123.69,10,-211.26,-297.37,-85.53,14,-230.34,-293.73,-77.62,18,-245.83,-297.39,-83.44,22,-255.66,-293.32,-98.36
1,0,243.67,254.69,86.44,6,-210.99,-282,-123.64,10,-216.28,-291.73,-84.85,14,-235.36,-287.8,-77.58,18,-250.73,-291.96,-83.34,22,-260.18,-288.57,-99.02
1,0,248.6,249.89,87.66,6,-214.91,-278.1,-124.04,10,-220.8,-286.42,-84.25,14,-239.6,-282.36,-77.76,18,-254.69,-287.41,-83.51,22,-264.29,-284.87,-99.1
1,0,253.91,246.13,89.73,6,-218.79,-272.64,-126.51,10,-227.68,-280.73,-83.4,14,-248.51,-278.5,-83.06,18,-259.72,-283.23,-86.89,22,-269.24,-281.07,-101.72
1,0,257.68,244.57,91.45,6,-222.65,-270.35,-127.26,10,-232.68,-278.92,-83.88,14,-252.32,-276.96,-85.74,18,-263.92,-280.68,-89.67,22,-273.13,-279.25,-104.11
1,0,260.89,243.04,92.54,6,-226.7,-269.12,-127.05,10,-236.44,-276.7,-83.77,14,-255.28,-275.17,-87.01,18,-267.23,-278.52,-90.62,22,-276.5,-277.75,-104.66
1,0,263.26,241.63,92.91,6,-228.69,-267.45,-122.61,10,-239.38,-275.04,-83.11,14,-257.81,-273.52,-87.07,18,-270.1,-276.18,-90.52,22,-279.31,-276.32,-104.19
1,0,263.23,239.92,92.4,6,-228.76,-265.79,-117.83,10,-239.39,-272.66,-81.51,14,-257.68,-271.14,-85.89,18,-270.16,-274.29,-88.77,22,-279.46,-274.66,-102.37
1,0,263.43,245.21,96.56,6,-218.28,-212.01,-107.84,10,-221.86,-258.94,-186.03,14,-207.34,-266.92,-191.73,18,-243.21,-262.78,-197.16,22,-283.18,-255.97,-183.1
1,0,272.12,243.67,97.57,6,-284.9,-265.81,-144.15,10,-303.21,-260.88,-118.28,14,-300.35,-268.58,-109.36,18,-291.19,-275.87,-98.45,22,-281.88,-274.7,-99.99
1,0,272.33,244.59,97.98,6,-283.59,-264.01,-148.69,10,-310.82,-257.69,-117.63,14,-305.1,-267.66,-108.19,18,-292.69,-276.73,-97.46,22,-282.78,-275.32,-99.33
1,0,268.63,244.75,96.55,6,-278.88,-265.34,-148.26,10,-307.16,-257.92,-113.87,14,-301.38,-267.91,-105.13,18,-291.87,-274.06,-96.37,22,-279.35,-275.59,-96.94
1,0,264.2,245.33,94.99,6,-274.75,-267.77,-146.97,10,-301.84,-261.25,-110.58,14,-295.21,-270.32,-101.65,18,-285.87,-276.15,-93.29,22,-273.34,-276.92,-93.5
1,0,258.57,247.58,93.1,6,-269.43,-267.9,-146.44,10,-296.42,-263.92,-109.12,14,-289.79,-272.8,-100.24,18,-280.4,-278.58,-91.91,22,-268.4,-279.44,-92.11
1,0,254.47,249.68,91.87,6,-264.46,-267.62,-145.37,10,-292.13,-264.93,-109.05,14,-285.95,-274.42,-100.54,18,-276.73,-280.45,-92.11,22,-264.99,-281.92,-92.01
