8	-0.074653	-0.319901	2.607235	9	-0.206486	-0.544170	2.526254	10	-0.255109	-0.356768	2.563477	11	-0.314342	-0.297422	2.588657	
8	-0.074653	-0.319901	2.607235	9	-0.206486	-0.544170	2.526254	10	-0.255109	-0.356768	2.563477	11	-0.314342	-0.297422	2.588657	
8	-0.080582	-0.320059	2.603205	9	-0.212565	-0.545362	2.527475	10	-0.011262	-0.519092	2.530523	11	0.033541	-0.498157	2.538177	
8	-0.080582	-0.320059	2.603205	9	-0.212565	-0.545362	2.527475	10	-0.011262	-0.519092	2.530523	11	0.033541	-0.498157	2.538177	
8	-0.080582	-0.320059	2.603205	9	-0.212565	-0.545362	2.527475	10	-0.011262	-0.519092	2.530523	11	0.033541	-0.498157	2.538177	
8	-0.085106	-0.319961	2.600129	9	-0.216039	-0.545368	2.527986	10	0.039759	-0.514750	2.524717	11	0.126705	-0.505624	2.528420	
8	-0.085106	-0.319961	2.600129	9	-0.216039	-0.545368	2.527986	10	0.039759	-0.514750	2.524717	11	0.126705	-0.505624	2.528420	
8	-0.085106	-0.319961	2.600129	9	-0.216039	-0.545368	2.527986	10	0.039759	-0.514750	2.524717	11	0.126705	-0.505624	2.528420	
8	-0.090212	-0.320947	2.597167	9	-0.218984	-0.543870	2.528215	10	0.067262	-0.515111	2.523393	11	0.186451	-0.520828	2.521759	
8	-0.090212	-0.320947	2.597167	9	-0.218984	-0.543870	2.528215	10	0.067262	-0.515111	2.523393	11	0.186451	-0.520828	2.521759	
8	-0.090212	-0.320947	2.597167	9	-0.218984	-0.543870	2.528215	10	0.067262	-0.515111	2.523393	11	0.186451	-0.520828	2.521759	
8	-0.093586	-0.321541	2.595299	9	-0.219310	-0.541125	2.528037	10	0.063795	-0.450673	2.548301	11	0.177274	-0.437995	2.553859	
8	-0.093586	-0.321541	2.595299	9	-0.219310	-0.541125	2.528037	10	0.063795	-0.450673	2.548301	11	0.177274	-0.437995	2.553859	
8	-0.096504	-0.321918	2.593766	9	-0.221096	-0.547737	2.533852	10	0.055220	-0.449497	2.554112	11	0.172137	-0.420858	2.559552	
8	-0.096504	-0.321918	2.593766	9	-0.221096	-0.547737	2.533852	10	0.055220	-0.449497	2.554112	11	0.172137	-0.420858	2.559552	
8	-0.098451	-0.322139	2.592763	9	-0.223557	-0.549958	2.534923	10	0.058306	-0.449926	2.543719	11	0.171665	-0.415752	2.551503	
8	-0.099827	-0.322316	2.592078	9	-0.225317	-0.550443	2.535474	10	0.052037	-0.445189	2.542318	11	0.151807	-0.409197	2.547091	
8	-0.099827	-0.322316	2.592078	9	-0.225317	-0.550443	2.535474	10	0.052037	-0.445189	2.542318	11	0.151807	-0.409197	2.547091	
8	-0.099827	-0.322316	2.592078	9	-0.225317	-0.550443	2.535474	10	0.052037	-0.445189	2.542318	11	0.151807	-0.409197	2.547091	
8	-0.100769	-0.322426	2.591612	9	-0.226469	-0.550661	2.535728	10	0.045511	-0.442632	2.540618	11	0.137797	-0.406200	2.544010	
8	-0.100769	-0.322426	2.591612	9	-0.226469	-0.550661	2.535728	10	0.045511	-0.442632	2.540618	11	0.137797	-0.406200	2.544010	
8	-0.101384	-0.322505	2.591419	9	-0.227218	-0.550728	2.535851	10	0.027907	-0.433149	2.546070	11	0.119561	-0.396978	2.549651	
8	-0.101384	-0.322505	2.591419	9	-0.227218	-0.550728	2.535851	10	0.027907	-0.433149	2.546070	11	0.119561	-0.396978	2.549651	
8	-0.101545	-0.322514	2.591660	9	-0.227708	-0.551060	2.536028	10	0.023158	-0.445617	2.544850	11	0.112542	-0.405624	2.549536	
8	-0.101545	-0.322514	2.591660	9	-0.227708	-0.551060	2.536028	10	0.023158	-0.445617	2.544850	11	0.112542	-0.405624	2.549536	
8	-0.099509	-0.322252	2.593521	9	-0.227683	-0.551288	2.536222	10	0.024053	-0.551627	2.532151	11	0.106422	-0.528543	2.536466	
8	-0.099509	-0.322252	2.593521	9	-0.227683	-0.551288	2.536222	10	0.024053	-0.551627	2.532151	11	0.106422	-0.528543	2.536466	
8	-0.097494	-0.322068	2.595291	9	-0.227160	-0.551565	2.536240	10	0.020641	-0.589554	2.527236	11	0.101425	-0.592584	2.529331	
8	-0.097494	-0.322068	2.595291	9	-0.227160	-0.551565	2.536240	10	0.020641	-0.589554	2.527236	11	0.101425	-0.592584	2.529331	
8	-0.095011	-0.322093	2.597166	9	-0.226312	-0.551823	2.536199	10	0.020051	-0.607582	2.525067	11	0.099433	-0.616467	2.526836	
8	-0.095011	-0.322093	2.597166	9	-0.226312	-0.551823	2.536199	10	0.020051	-0.607582	2.525067	11	0.099433	-0.616467	2.526836	
8	-0.092726	-0.322269	2.599028	9	-0.221498	-0.553661	2.535625	10	0.020513	-0.615043	2.525240	11	0.097815	-0.631045	2.525927	
8	-0.092726	-0.322269	2.599028	9	-0.221498	-0.553661	2.535625	10	0.020513	-0.615043	2.525240	11	0.097815	-0.631045	2.525927	
8	-0.088940	-0.322176	2.601723	9	-0.218841	-0.553640	2.534974	10	0.024432	-0.610860	2.529270	11	0.099622	-0.633477	2.528992	
8	-0.088940	-0.322176	2.601723	9	-0.218841	-0.553640	2.534974	10	0.024432	-0.610860	2.529270	11	0.099622	-0.633477	2.528992	
8	-0.085784	-0.322303	2.603961	9	-0.214884	-0.553882	2.533434	10	0.028022	-0.601806	2.533873	11	0.102153	-0.627683	2.534246	
8	-0.085784	-0.322303	2.603961	9	-0.214884	-0.553882	2.533434	10	0.028022	-0.601806	2.533873	11	0.102153	-0.627683	2.534246	
8	-0.085784	-0.322303	2.603961	9	-0.214884	-0.553882	2.533434	10	0.028022	-0.601806	2.533873	11	0.102153	-0.627683	2.534246	
8	-0.081642	-0.322888	2.607051	9	-0.211525	-0.553837	2.532243	10	0.036863	-0.595368	2.543575	11	0.111271	-0.620867	2.545852	
